id_venda,id_data,id_cliente,id_produto,id_localizacao,id_canal_venda,id_vendedor,id_status_entrega,id_meta,quantidade,preco_unitario,desconto,receita_bruta,receita,valor_desconto,custo_unitario,custo_total,lucro,margem_lucro,meta_venda,percentual_atingimento_meta,prazo_entrega_dias,data,ano,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,regiao,cidade,canal_venda,vendedor,status_entrega,atingiu_meta,mes_ano,ano_mes_ordem
598,20241221,59d230bca2335088c385b7e2cbd491f192e86f24ccf6c034ad76f1fb2f1d2e96,6d09dcafa1a86e8b2d4b659668e213514dd78216788410a053114bb0353fc4f2,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5361.4,0.12,37529.8,33026.22,4503.58,3717.37,26021.59,7004.63,0.2121,41711.53,0.7918,13,2024-12-21,2024,12,4,Cliente_063,RECORRENTE,50,ALTA,VAREJO,HEADSET,PERIFÉRICOS,DELTA,ECONÔMICO,NORTE,MANAUS,ONLINE,VENDEDOR_12,ATRASADO,NÃO,12/2024,2024-12
599,20240217,a67779110df5c659467047ba81d210e207c7e9492155866f9b1869b3b629d0a4,3020a61f0568e0971d698d03da931ec1a222a626d4bb90c3c92b1ab40ae0e001,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,7d770d7f21884e397bb44662ce079eb7ad59ad435755727a8df599ad0d3b0697,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,5907.12,0.22,5907.12,4607.55,1299.57,3388.43,3388.43,1219.12,0.2646,5655.23,0.8147,7,2024-02-17,2024,2,1,Cliente_121,NOVO,5,BAIXA,VAREJO,HEADSET,PERIFÉRICOS,ALPHA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_14,NO PRAZO,NÃO,02/2024,2024-02
600,20240101,d63121bcc2b32ec9a7c886cb7c8bebb8ea899ae1c2416056412bb2ad632dc9f9,7019bc41ecabdf05ebb511ec21fbb1fd7b6deb766e1a0b5ecfac3a99b7501f5a,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,7,857.48,0.07,6002.35,5582.19,420.16,649.68,4547.76,1034.43,0.1853,5479.01,1.0188,10,2024-01-01,2024,1,1,Cliente_098,RECORRENTE,8,BAIXA,ATACADO,MONITOR,INFORMÁTICA,BETA,PREMIUM,SUDESTE,SÃO PAULO,LOJA,VENDEDOR_17,ATRASADO,SIM,01/2024,2024-01
601,20240315,a0856309baf675df14ea56dd0a1118da1bfdd74ff0acc49d4d3db28bb5bd5627,12ab677e6838113d10257397182458f3eda10f8bfdb9bfd0ffc3dde0a9d803f1,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,1499.05,0.24,14990.5,11392.78,3597.72,1331.61,13316.1,-1923.32,-0.1688,14013.92,0.813,13,2024-03-15,2024,3,1,Cliente_012,NOVO,5,MÉDIA,ATACADO,MONITOR,INFORMÁTICA,GAMMA,ECONÔMICO,NORDESTE,SALVADOR,LOJA,VENDEDOR_18,ATRASADO,NÃO,03/2024,2024-03
602,20240109,eeb636e20a58f8e26ac4e27c79f5fd5273de507d42b81fa3d4bd5cd1d6449b26,9084ccb5e733c67c81f0e2d7da9e697e53cb7986e5ff1fa61c298f71935668c7,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,4247.88,0.12,2468.78,2172.53,296.25,217.63,1958.67,213.86,0.0984,2964.78,0.7328,1,2024-01-09,2024,1,1,Cliente_095,NOVO,1,BAIXA,VAREJO,TABLET,INFORMÁTICA,ALPHA,ECONÔMICO,NORTE,BELÉM,LOJA,VENDEDOR_17,NO PRAZO,NÃO,01/2024,2024-01
603,20241219,c9c78d2bea5c0a46f4757b27694c9d17083a55f1c1d0886ee9e36dfd8df0e648,3020a61f0568e0971d698d03da931ec1a222a626d4bb90c3c92b1ab40ae0e001,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,7d770d7f21884e397bb44662ce079eb7ad59ad435755727a8df599ad0d3b0697,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,1,5819.47,0.02,5819.47,5703.08,116.39,4207.26,4207.26,1495.82,0.2623,5492.01,1.0384,8,2024-12-19,2024,12,4,Cliente_114,RECORRENTE,34,MÉDIA,ATACADO,HEADSET,PERIFÉRICOS,ALPHA,ECONÔMICO,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_14,ATRASADO,SIM,12/2024,2024-12
604,20240317,8088c1be53be167b19ce2648c156fa42bf589e87c9c6817bbf94fd62d1e9065d,c4f29f7c85da8559ec7e150dce7508c19559e3181019ac1276d6b41258dee945,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,86e2c6991943a3ac90d5d11f6fe3a7c597fe777d0bfbd2fbe9d31c56be19df33,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,2398.02,0.21,23980.2,18944.36,5035.84,1678.31,16783.1,2161.26,0.1141,21931.2,0.8638,3,2024-03-17,2024,3,1,Cliente_133,RECORRENTE,25,MÉDIA,ATACADO,MONITOR,INFORMÁTICA,DELTA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_19,NO PRAZO,NÃO,03/2024,2024-03
605,20240612,5df5a48202219cbca441ca93cc5cd6b8bd73e9920544dc6775852295d1be95b5,9511ac3ada44a8a4cd604974fde8744b10d8e647cc3b997254918284c9ee86de,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,43e8f5d662b0b8fe849681a74807abf57d114d77b90c6704f5c6540d4bf73038,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,3,1107.71,0.15,3323.13,2824.66,498.47,852.77,2558.31,266.35,0.0943,3302.95,0.8552,7,2024-06-12,2024,6,2,Cliente_196,RECORRENTE,8,MÉDIA,ATACADO,NOTEBOOK,INFORMÁTICA,DELTA,PADRÃO,NORDESTE,SALVADOR,LOJA,VENDEDOR_05,NO PRAZO,NÃO,06/2024,2024-06
606,20240115,7075cdd395c33755a28d5fd77b01ac2fe7cd7a46ad4f0efcb4425413ae501534,ab4c374fefd5fe15d0522e1198e7acc8cd66238cdc5fe400c2ecc508ef2f575f,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,1990.07,0.13,21890.77,19044.97,2845.8,1675.21,18427.31,617.66,0.0324,22640.6,0.8412,7,2024-01-15,2024,1,1,Cliente_005,NOVO,0,ALTA,ATACADO,TABLET,INFORMÁTICA,DELTA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_02,NO PRAZO,NÃO,01/2024,2024-01
607,20240529,75ef7e9355a56c97f358371c322dda2c881c7d350e82c00f84e5af87c8136283,7300ed301650b5f52dff0b167209fbfdb0e1b1de6838d7a9f5fefe3ecea3acdc,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,93.72,0.22,1030.92,804.12,226.8,76.9,845.9,-41.78,-0.052,1022.93,0.7861,6,2024-05-29,2024,5,2,Cliente_104,NOVO,5,BAIXA,ATACADO,IMPRESSORA,INFORMÁTICA,GAMMA,PREMIUM,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_13,NO PRAZO,NÃO,05/2024,2024-05
608,20240820,08b519bf7db1af88174ea4a98ea4ce7622bc35865977d6995238d4af465c4113,091badf2509cdebb2941ee24d9072e450cd9ee5b698902695a140492c20d36fc,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,da571b9283e30a2c78fb144ca3a1089486cd3593762478dbdf371a13bc9b65e8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,4461.87,0.21,40156.84,31723.9,8432.94,3418.82,30769.38,954.52,0.0301,38570.96,0.8225,10,2024-08-20,2024,8,3,Cliente_129,NOVO,5,BAIXA,VAREJO,MOUSE,PERIFÉRICOS,BETA,PADRÃO,NORTE,MANAUS,ONLINE,VENDEDOR_03,ATRASADO,NÃO,08/2024,2024-08
609,20240716,c89676eb4eb21b639506438ed4c85c297ac0ddfc2abbd81c3de5ae04acd3e175,218a4e3052f074b858d4303ce0bac4bbe35054419f729cd7f16403fc8f38c9ec,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,11,2741.91,0.01,30161.01,29859.4,301.61,1501.63,16517.93,13341.47,0.4468,29765.46,1.0032,10,2024-07-16,2024,7,3,Cliente_151,RECORRENTE,53,MÉDIA,VAREJO,MONITOR,INFORMÁTICA,ALPHA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_02,ATRASADO,SIM,07/2024,2024-07
610,20240917,be6b2828948b1dd162651c3ed2a963a346eef5c2d75d6bf1c89ca80281b1ecfc,170e6e46334082c3eec009444ec0f4cb6bb9e80cc061f343843a9508340fd2eb,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,86e2c6991943a3ac90d5d11f6fe3a7c597fe777d0bfbd2fbe9d31c56be19df33,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,bc5e446ac5061fef505aba29a431b34dac819a191ff6d5458a839ac7c86fda68,11,4945.08,0.06,54395.88,51132.13,3263.75,2732.73,30060.03,21072.1,0.4121,51103.18,1.0006,13,2024-09-17,2024,9,3,Cliente_110,NOVO,1,BAIXA,VAREJO,SMARTPHONE,TELEFONIA,DELTA,PADRÃO,SUL,CURITIBA,ONLINE,VENDEDOR_19,ATRASADO,SIM,09/2024,2024-09
611,20240127,081f7613603370a28bf0c29d1330600ee17ccc46a4673c8bcadfa6238ecb0bc9,8a14f7b8296a1a30494de8295c995f08cf8984b432dc5ec76f600ca5717ff7a0,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,3360.46,0.12,6720.92,5914.41,806.51,1904.88,3809.76,2104.65,0.3559,6256.81,0.9453,10,2024-01-27,2024,1,1,Cliente_117,NOVO,1,MÉDIA,ATACADO,TECLADO,PERIFÉRICOS,DELTA,PADRÃO,NORDESTE,RECIFE,LOJA,VENDEDOR_18,ATRASADO,NÃO,01/2024,2024-01
612,20240126,9b4947f55c664f927e9ce39b48fefc1ba7c0b9534d70fb87b3e6470d67bfcdc5,7c3f41024eae45929a26fbb6dabf965f7d05c5ac32240bf95a08896eec1b5989,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,563.9,0.19,1127.8,913.52,214.28,363.9,727.8,185.72,0.2033,1307.67,0.6986,14,2024-01-26,2024,1,1,Cliente_095,RECORRENTE,14,BAIXA,VAREJO,TECLADO,PERIFÉRICOS,ALPHA,ECONÔMICO,SUL,PORTO ALEGRE,LOJA,VENDEDOR_17,ATRASADO,NÃO,01/2024,2024-01
613,20240909,bd4323e0f5b9621fa94593f00932ff031ce1081a913a933b6dc6bdaf65e2bf58,cb901ac795ea7f0bfa6323d14dbf700934d4fd26c37bef02729449ad73814641,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,3,5853.31,0.17,17559.93,14574.74,2985.19,4583.96,13751.88,822.86,0.0565,19372.18,0.7524,3,2024-09-09,2024,9,3,Cliente_154,RECORRENTE,46,ALTA,VAREJO,TECLADO,PERIFÉRICOS,GAMMA,PADRÃO,NORDESTE,RECIFE,LOJA,VENDEDOR_15,NO PRAZO,NÃO,09/2024,2024-09
614,20240113,c78859845729b0a9e10839661fe8e207da0bbcb4da863e03b9f0980196fb2544,074f63d2d6a741711521ca94b7fde79ba884d9d770db589acfe8e227e5e254ea,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,1b75bd2a6fbda74a8e565c6aafd8f6461da81c471f8381b67eb47b2ae754c0d8,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,1972.92,0.08,1972.92,1815.09,157.83,1616.71,1616.71,198.38,0.1093,2208.78,0.8218,7,2024-01-13,2024,1,1,Cliente_066,NOVO,3,BAIXA,VAREJO,TECLADO,PERIFÉRICOS,BETA,ECONÔMICO,SUL,CURITIBA,LOJA,VENDEDOR_09,NO PRAZO,NÃO,01/2024,2024-01
615,20241102,aaad3f019517405e083a57908be6ac87b4fd06e450914331bcd741a56855b6e3,503087aed610f6e4983a2df238cbee061057b428ff38ae1606b85199883acb75,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,3611.38,0.02,28891.04,28313.22,577.82,3150.83,25206.64,3106.58,0.1097,29730.75,0.9523,14,2024-11-02,2024,11,4,Cliente_027,RECORRENTE,7,ALTA,VAREJO,MONITOR,INFORMÁTICA,DELTA,PADRÃO,NORDESTE,SALVADOR,LOJA,VENDEDOR_17,ATRASADO,NÃO,11/2024,2024-11
616,20241202,20e7e17ed1d2785dfbb14a868508d97cdca4f1b00ebd94f81d426adadf95ea0a,3020a61f0568e0971d698d03da931ec1a222a626d4bb90c3c92b1ab40ae0e001,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,86e2c6991943a3ac90d5d11f6fe3a7c597fe777d0bfbd2fbe9d31c56be19df33,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1788.71,0.11,10732.26,9551.71,1180.55,1149.59,6897.54,2654.17,0.2779,12384.91,0.7712,9,2024-12-02,2024,12,4,Cliente_096,RECORRENTE,33,BAIXA,ATACADO,HEADSET,PERIFÉRICOS,ALPHA,ECONÔMICO,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_19,ATRASADO,NÃO,12/2024,2024-12
617,20240526,3e39c175f520b0b16c530fec512b774d9bb0abbecfe6bf5ac1ea54eec2e74a78,6d09dcafa1a86e8b2d4b659668e213514dd78216788410a053114bb0353fc4f2,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,0b9024a72d1ae850666427abb305fab946feb5c1d3b533514826fb18b48b522c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,1499.08,0.19,11992.64,9714.04,2278.6,1308.28,10466.24,-752.2,-0.0774,12792.15,0.7594,9,2024-05-26,2024,5,2,Cliente_120,RECORRENTE,35,ALTA,VAREJO,HEADSET,PERIFÉRICOS,DELTA,ECONÔMICO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_08,ATRASADO,NÃO,05/2024,2024-05
618,20240222,a024aae0b3762fc02d2eaf1ccc946e3334380c54b9be120e1c3136f45b26a1f3,cac8e6f4edbd9f5a9dc8889b7b34654b901a07040d0dce2785ad6114459f50fc,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,956.82,0.05,7654.56,7271.83,382.73,605.79,4846.32,2425.51,0.3335,7764.04,0.9366,2,2024-02-22,2024,2,1,Cliente_080,RECORRENTE,52,MÉDIA,ATACADO,SMARTPHONE,TELEFONIA,BETA,PADRÃO,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,02/2024,2024-02
619,20240102,ae8f497e2b1b73e881c4d99e02ab79ae2eaba2d8bbb618a44becddd70f6736a7,182da5a0edcbd36596101a9f852c8665cc6cfd3ee3fcbbdfbacd75d3c0f7ac59,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,2910.99,0.21,26198.91,20697.14,5501.77,2150.44,19353.96,1343.18,0.0649,23839.53,0.8682,13,2024-01-02,2024,1,1,Cliente_027,RECORRENTE,41,MÉDIA,VAREJO,TABLET,INFORMÁTICA,BETA,ECONÔMICO,NORDESTE,SALVADOR,ONLINE,VENDEDOR_18,ATRASADO,NÃO,01/2024,2024-01
620,20241031,bdca591e07a69b866c0d43dc31909ffa583a9dfad8203bf47a52f9643d0c8be7,d35664f912b92cc0db4a1da1e9c584c206b008b3fdf9062e579048e5403e20b0,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,0b9024a72d1ae850666427abb305fab946feb5c1d3b533514826fb18b48b522c,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,1144.05,0.05,11440.51,10868.48,572.03,658.85,6588.5,4279.98,0.3938,11603.59,0.9366,2,2024-10-31,2024,10,4,Cliente_102,RECORRENTE,30,BAIXA,VAREJO,MONITOR,INFORMÁTICA,GAMMA,PADRÃO,CENTRO-OESTE,GOIÂNIA,LOJA,VENDEDOR_08,NO PRAZO,NÃO,10/2024,2024-10
621,20240406,ae1f77da7f9e928fef4bd8410c63e5dc548c05578a699f88857b316056e13495,6d09dcafa1a86e8b2d4b659668e213514dd78216788410a053114bb0353fc4f2,aabec5e3b55593a13c78786021d346fc0875579168cbe51baaa7888cec5450fa,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,0b9024a72d1ae850666427abb305fab946feb5c1d3b533514826fb18b48b522c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,3463.25,0.12,34632.5,30476.6,4155.9,2777.69,27776.9,2699.7,0.0886,38583.03,0.7899,10,2024-04-06,2024,4,2,Cliente_059,NOVO,0,BAIXA,ATACADO,HEADSET,PERIFÉRICOS,DELTA,ECONÔMICO,SUDESTE,RIO DE JANEIRO,LOJA,VENDEDOR_08,ATRASADO,NÃO,04/2024,2024-04
622,20241221,393b77dc9b976f02aa2b371957bee3f8c26d42e98ae4153968e81f483fe6f03c,4721ef089e814834ede76e4ebd396d61c9a1a78e8cb4526fd5699bc0f1204750,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,1212.48,0.13,2340.8,2036.5,304.3,594.42,2377.68,-341.18,-0.1675,2953.79,0.6895,14,2024-12-21,2024,12,4,Cliente_074,NOVO,1,ALTA,VAREJO,NOTEBOOK,INFORMÁTICA,ALPHA,PADRÃO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_12,ATRASADO,NÃO,12/2024,2024-12
623,20240928,f1d2a8bd98745fe0684fbe73333421b39149e35bfc9886ef5023be4cb9a9671d,523efccae1f55e4138cdbc09f3931ce089d82498eddd90164c5c64ef1e87f7be,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,2334.52,0.04,18676.16,17929.11,747.05,1336.4,10691.2,7237.91,0.4037,22355.66,0.802,11,2024-09-28,2024,9,3,Cliente_040,NOVO,3,MÉDIA,ATACADO,NOTEBOOK,INFORMÁTICA,ALPHA,PREMIUM,NORTE,BELÉM,LOJA,VENDEDOR_12,ATRASADO,NÃO,09/2024,2024-09
624,20240517,f11d9b7b6171a15b9f5409cf5f2bb411e66bc6ddbda0d19f3b9ddbaa38c1cce5,f921b9c15c1a74dbe2cc25cf9efb23367dcc9d67a60b9f8f7796204583205b06,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,f5b0e198f086f8f865157507d872a80c97b657a9a830f5d9b4c650be6237d1ea,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,917.78,0.03,5506.68,5341.48,165.2,673.76,4042.56,1298.92,0.2432,5601.23,0.9536,3,2024-05-17,2024,5,2,Cliente_075,NOVO,2,BAIXA,ATACADO,HEADSET,PERIFÉRICOS,BETA,ECONÔMICO,NORTE,BELÉM,ONLINE,VENDEDOR_17,NO PRAZO,NÃO,05/2024,2024-05
625,20240316,96185e8ddc111079331f50716ff0a9d3ad68f19736c60216977471146dbf7482,4772ebd51e56614393f220e06225ea1d353d27199fbb2baa0b21a990cd6e37eb,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,5714.12,0.11,57141.2,50855.67,6285.53,4487.66,44876.6,5979.07,0.1176,68079.81,0.747,6,2024-03-16,2024,3,1,Cliente_071,RECORRENTE,53,ALTA,ATACADO,MOUSE,PERIFÉRICOS,ALPHA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_15,NO PRAZO,NÃO,03/2024,2024-03
